item_id,subject,engine_unit_id,problem_type_id,concept_ids,variant_id,variant_tags,near_duplicate_group,duplicate_of,mapping_status,mapping_confidence,review_status,diagnosis_weight,source_role,source_id,source_title,source_question_no,source_page,answer_key,difficulty,review_required,student_visible_source
SIDAE_SU1_MORE_ALG_Q013,대수,H2_EXP_LOG,H2_EL_PT041,H2_EL_C008;H2_EL_C013,H2_EL_PT041___MIXED_REVIEW_FORM,exponent;mixed_review_form,H2_EL_PT041_01_mixed_review_form,,matched_by_source_subunit,,teacher_review_recommended,1.0,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,013,,,,False,False
SIDAE_SU1_MORE_ALG_Q014,대수,H2_EXP_LOG,H2_EL_PT049,H2_EL_C008;H2_EL_C009,H2_EL_PT049___BASIC_CONCEPT_FORM,exponent;basic_concept_form,H2_EL_PT049_02_basic_concept_form,,matched_by_source_subunit,,teacher_review_recommended,0.8,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,014,,,,False,False
SIDAE_SU1_MORE_ALG_Q015,대수,H2_EXP_LOG,H2_EL_PT049,H2_EL_C008;H2_EL_C009,H2_EL_PT049___BASIC_CONCEPT_FORM,exponent;basic_concept_form,H2_EL_PT049_02_basic_concept_form,,matched_by_source_subunit,,teacher_review_recommended,0.8,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,015,,,,False,False
SIDAE_SU1_MORE_ALG_Q016,대수,H2_EXP_LOG,H2_EL_PT049,H2_EL_C008;H2_EL_C009,H2_EL_PT049___BASIC_CONCEPT_FORM,exponent;basic_concept_form,H2_EL_PT049_02_basic_concept_form,,matched_by_source_subunit,,teacher_review_recommended,0.8,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,016,,,,False,False
SIDAE_SU1_MORE_ALG_Q017,대수,H2_EXP_LOG,H2_EL_PT049,H2_EL_C008;H2_EL_C009,H2_EL_PT049___BASIC_CONCEPT_FORM,exponent;basic_concept_form,H2_EL_PT049_02_basic_concept_form,,matched_by_source_subunit,,teacher_review_recommended,0.8,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,017,,,,False,False
SIDAE_SU1_MORE_ALG_Q018,대수,H2_EXP_LOG,H2_EL_PT049,H2_EL_C008;H2_EL_C009,H2_EL_PT049___CONDITION_APPLICATION_FORM,exponent;condition_application_form,H2_EL_PT049_02_condition_application_form,,matched_by_source_subunit,,teacher_review_recommended,0.9,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,018,,,,False,False
SIDAE_SU1_MORE_ALG_Q019,대수,H2_EXP_LOG,H2_EL_PT049,H2_EL_C008;H2_EL_C009,H2_EL_PT049___CONDITION_APPLICATION_FORM,exponent;condition_application_form,H2_EL_PT049_02_condition_application_form,,matched_by_source_subunit,,teacher_review_recommended,0.9,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,019,,,,False,False
SIDAE_SU1_MORE_ALG_Q020,대수,H2_EXP_LOG,H2_EL_PT049,H2_EL_C008;H2_EL_C009,H2_EL_PT049___CONDITION_APPLICATION_FORM,exponent;condition_application_form,H2_EL_PT049_02_condition_application_form,,matched_by_source_subunit,,teacher_review_recommended,0.9,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,020,,,,False,False
SIDAE_SU1_MORE_ALG_Q021,대수,H2_EXP_LOG,H2_EL_PT049,H2_EL_C008;H2_EL_C009,H2_EL_PT049___CONDITION_APPLICATION_FORM,exponent;condition_application_form,H2_EL_PT049_02_condition_application_form,,matched_by_source_subunit,,teacher_review_recommended,0.9,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,021,,,,False,False
SIDAE_SU1_MORE_ALG_Q022,대수,H2_EXP_LOG,H2_EL_PT049,H2_EL_C008;H2_EL_C009,H2_EL_PT049___CONDITION_APPLICATION_FORM,exponent;condition_application_form,H2_EL_PT049_02_condition_application_form,,matched_by_source_subunit,,teacher_review_recommended,0.9,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,022,,,,False,False
SIDAE_SU1_MORE_ALG_Q023,대수,H2_EXP_LOG,H2_EL_PT049,H2_EL_C008;H2_EL_C009,H2_EL_PT049___MIXED_REVIEW_FORM,exponent;mixed_review_form,H2_EL_PT049_02_mixed_review_form,,matched_by_source_subunit,,teacher_review_recommended,1.0,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,023,,,,False,False
SIDAE_SU1_MORE_ALG_Q024,대수,H2_EXP_LOG,H2_EL_PT049,H2_EL_C008;H2_EL_C009,H2_EL_PT049___MIXED_REVIEW_FORM,exponent;mixed_review_form,H2_EL_PT049_02_mixed_review_form,,matched_by_source_subunit,,teacher_review_recommended,1.0,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,024,,,,False,False
SIDAE_SU1_MORE_ALG_Q025,대수,H2_EXP_LOG,H2_EL_PT049,H2_EL_C008;H2_EL_C009,H2_EL_PT049___MIXED_REVIEW_FORM,exponent;mixed_review_form,H2_EL_PT049_02_mixed_review_form,,matched_by_source_subunit,,teacher_review_recommended,1.0,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,025,,,,False,False
SIDAE_SU1_MORE_ALG_Q026,대수,H2_EXP_LOG,H2_EL_PT049,H2_EL_C008;H2_EL_C009,H2_EL_PT049___MIXED_REVIEW_FORM,exponent;mixed_review_form,H2_EL_PT049_02_mixed_review_form,,matched_by_source_subunit,,teacher_review_recommended,1.0,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,026,,,,False,False
SIDAE_SU1_MORE_ALG_Q027,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT001,"[""H2_ALG_SEQ_C001""]",H2_ALG_SEQ_PT001___BASIC_CONCEPT_FORM,exponent;basic_concept_form,H2_ALG_SEQ_PT001_03_basic_concept_form,,matched_by_source_subunit,,teacher_review_recommended,0.8,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,027,,,,False,False
SIDAE_SU1_MORE_ALG_Q028,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT001,"[""H2_ALG_SEQ_C001""]",H2_ALG_SEQ_PT001___BASIC_CONCEPT_FORM,exponent;basic_concept_form,H2_ALG_SEQ_PT001_03_basic_concept_form,,matched_by_source_subunit,,teacher_review_recommended,0.8,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,028,,,,False,False
SIDAE_SU1_MORE_ALG_Q029,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT001,"[""H2_ALG_SEQ_C001""]",H2_ALG_SEQ_PT001___BASIC_CONCEPT_FORM,exponent;basic_concept_form,H2_ALG_SEQ_PT001_03_basic_concept_form,,matched_by_source_subunit,,teacher_review_recommended,0.8,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,029,,,,False,False
SIDAE_SU1_MORE_ALG_Q030,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT001,"[""H2_ALG_SEQ_C001""]",H2_ALG_SEQ_PT001___BASIC_CONCEPT_FORM,exponent;basic_concept_form,H2_ALG_SEQ_PT001_03_basic_concept_form,,matched_by_source_subunit,,teacher_review_recommended,0.8,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,030,,,,False,False
SIDAE_SU1_MORE_ALG_Q031,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT002,"[""H2_ALG_SEQ_C001""]",H2_ALG_SEQ_PT002___CONDITION_APPLICATION_FORM,exponent;condition_application_form,H2_ALG_SEQ_PT002_03_condition_application_form,,matched_by_source_subunit,,teacher_review_recommended,0.9,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,031,,,,False,False
SIDAE_SU1_MORE_ALG_Q032,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT002,"[""H2_ALG_SEQ_C001""]",H2_ALG_SEQ_PT002___CONDITION_APPLICATION_FORM,exponent;condition_application_form,H2_ALG_SEQ_PT002_03_condition_application_form,,matched_by_source_subunit,,teacher_review_recommended,0.9,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,032,,,,False,False
SIDAE_SU1_MORE_ALG_Q033,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT002,"[""H2_ALG_SEQ_C001""]",H2_ALG_SEQ_PT002___CONDITION_APPLICATION_FORM,exponent;condition_application_form,H2_ALG_SEQ_PT002_03_condition_application_form,,matched_by_source_subunit,,teacher_review_recommended,0.9,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,033,,,,False,False
SIDAE_SU1_MORE_ALG_Q034,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT002,"[""H2_ALG_SEQ_C001""]",H2_ALG_SEQ_PT002___CONDITION_APPLICATION_FORM,exponent;condition_application_form,H2_ALG_SEQ_PT002_03_condition_application_form,,matched_by_source_subunit,,teacher_review_recommended,0.9,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,034,,,,False,False
SIDAE_SU1_MORE_ALG_Q035,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT002,"[""H2_ALG_SEQ_C001""]",H2_ALG_SEQ_PT002___CONDITION_APPLICATION_FORM,exponent;condition_application_form,H2_ALG_SEQ_PT002_03_condition_application_form,,matched_by_source_subunit,,teacher_review_recommended,0.9,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,035,,,,False,False
SIDAE_SU1_MORE_ALG_Q036,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT003,"[""H2_ALG_SEQ_C001""]",H2_ALG_SEQ_PT003___MIXED_REVIEW_FORM,exponent;mixed_review_form,H2_ALG_SEQ_PT003_03_mixed_review_form,,matched_by_source_subunit,,teacher_review_recommended,1.0,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,036,,,,False,False
SIDAE_SU1_MORE_ALG_Q037,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT003,"[""H2_ALG_SEQ_C001""]",H2_ALG_SEQ_PT003___MIXED_REVIEW_FORM,exponent;mixed_review_form,H2_ALG_SEQ_PT003_03_mixed_review_form,,matched_by_source_subunit,,teacher_review_recommended,1.0,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,037,,,,False,False
SIDAE_SU1_MORE_ALG_Q038,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT003,"[""H2_ALG_SEQ_C001""]",H2_ALG_SEQ_PT003___MIXED_REVIEW_FORM,exponent;mixed_review_form,H2_ALG_SEQ_PT003_03_mixed_review_form,,matched_by_source_subunit,,teacher_review_recommended,1.0,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,038,,,,False,False
SIDAE_SU1_MORE_ALG_Q039,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT003,"[""H2_ALG_SEQ_C001""]",H2_ALG_SEQ_PT003___MIXED_REVIEW_FORM,exponent;mixed_review_form,H2_ALG_SEQ_PT003_03_mixed_review_form,,matched_by_source_subunit,,teacher_review_recommended,1.0,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,039,,,,False,False
SIDAE_SU1_MORE_ALG_Q040,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT001,"[""H2_ALG_SEQ_C001""]",H2_ALG_SEQ_PT001___BASIC_CONCEPT_FORM,algebra_item;basic_concept_form,H2_ALG_SEQ_PT001_04_basic_concept_form,,matched_by_source_subunit,,teacher_review_recommended,0.8,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,040,,,,False,False
SIDAE_SU1_MORE_ALG_Q041,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT001,"[""H2_ALG_SEQ_C001""]",H2_ALG_SEQ_PT001___BASIC_CONCEPT_FORM,algebra_item;basic_concept_form,H2_ALG_SEQ_PT001_04_basic_concept_form,,matched_by_source_subunit,,teacher_review_recommended,0.8,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,041,,,,False,False
SIDAE_SU1_MORE_ALG_Q042,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT001,"[""H2_ALG_SEQ_C001""]",H2_ALG_SEQ_PT001___BASIC_CONCEPT_FORM,algebra_item;basic_concept_form,H2_ALG_SEQ_PT001_04_basic_concept_form,,matched_by_source_subunit,,teacher_review_recommended,0.8,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,042,,,,False,False
SIDAE_SU1_MORE_ALG_Q043,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT001,"[""H2_ALG_SEQ_C001""]",H2_ALG_SEQ_PT001___BASIC_CONCEPT_FORM,algebra_item;basic_concept_form,H2_ALG_SEQ_PT001_04_basic_concept_form,,matched_by_source_subunit,,teacher_review_recommended,0.8,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,043,,,,False,False
SIDAE_SU1_MORE_ALG_Q044,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT002,"[""H2_ALG_SEQ_C001""]",H2_ALG_SEQ_PT002___CONDITION_APPLICATION_FORM,algebra_item;condition_application_form,H2_ALG_SEQ_PT002_04_condition_application_form,,matched_by_source_subunit,,teacher_review_recommended,0.9,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,044,,,,False,False
SIDAE_SU1_MORE_ALG_Q045,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT002,"[""H2_ALG_SEQ_C001""]",H2_ALG_SEQ_PT002___CONDITION_APPLICATION_FORM,algebra_item;condition_application_form,H2_ALG_SEQ_PT002_04_condition_application_form,,matched_by_source_subunit,,teacher_review_recommended,0.9,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,045,,,,False,False
SIDAE_SU1_MORE_ALG_Q046,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT002,"[""H2_ALG_SEQ_C001""]",H2_ALG_SEQ_PT002___CONDITION_APPLICATION_FORM,algebra_item;condition_application_form,H2_ALG_SEQ_PT002_04_condition_application_form,,matched_by_source_subunit,,teacher_review_recommended,0.9,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,046,,,,False,False
SIDAE_SU1_MORE_ALG_Q047,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT002,"[""H2_ALG_SEQ_C001""]",H2_ALG_SEQ_PT002___CONDITION_APPLICATION_FORM,algebra_item;condition_application_form,H2_ALG_SEQ_PT002_04_condition_application_form,,matched_by_source_subunit,,teacher_review_recommended,0.9,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,047,,,,False,False
SIDAE_SU1_MORE_ALG_Q048,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT002,"[""H2_ALG_SEQ_C001""]",H2_ALG_SEQ_PT002___CONDITION_APPLICATION_FORM,algebra_item;condition_application_form,H2_ALG_SEQ_PT002_04_condition_application_form,,matched_by_source_subunit,,teacher_review_recommended,0.9,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,048,,,,False,False
SIDAE_SU1_MORE_ALG_Q049,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT003,"[""H2_ALG_SEQ_C001""]",H2_ALG_SEQ_PT003___MIXED_REVIEW_FORM,algebra_item;mixed_review_form,H2_ALG_SEQ_PT003_04_mixed_review_form,,matched_by_source_subunit,,teacher_review_recommended,1.0,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,049,,,,False,False
SIDAE_SU1_MORE_ALG_Q050,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT003,"[""H2_ALG_SEQ_C001""]",H2_ALG_SEQ_PT003___MIXED_REVIEW_FORM,algebra_item;mixed_review_form,H2_ALG_SEQ_PT003_04_mixed_review_form,,matched_by_source_subunit,,teacher_review_recommended,1.0,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,050,,,,False,False
SIDAE_SU1_MORE_ALG_Q051,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT003,"[""H2_ALG_SEQ_C001""]",H2_ALG_SEQ_PT003___MIXED_REVIEW_FORM,algebra_item;mixed_review_form,H2_ALG_SEQ_PT003_04_mixed_review_form,,matched_by_source_subunit,,teacher_review_recommended,1.0,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,051,,,,False,False
SIDAE_SU1_MORE_ALG_Q052,대수,H2_ALGEBRA_SEQUENCE,H2_ALG_SEQ_PT003,"[""H2_ALG_SEQ_C001""]",H2_ALG_SEQ_PT003___MIXED_REVIEW_FORM,algebra_item;mixed_review_form,H2_ALG_SEQ_PT003_04_mixed_review_form,,matched_by_source_subunit,,teacher_review_recommended,1.0,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,052,,,,False,False
SIDAE_SU1_MORE_ALG_Q053,대수,H2_EXP_LOG,H2_EL_PT095,H2_EL_C015;H2_EL_C016,H2_EL_PT095___BASIC_CONCEPT_FORM,log;basic_concept_form,H2_EL_PT095_05_basic_concept_form,,matched_by_source_subunit,,teacher_review_recommended,0.8,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,053,,,,False,False
SIDAE_SU1_MORE_ALG_Q054,대수,H2_EXP_LOG,H2_EL_PT095,H2_EL_C015;H2_EL_C016,H2_EL_PT095___BASIC_CONCEPT_FORM,log;basic_concept_form,H2_EL_PT095_05_basic_concept_form,,matched_by_source_subunit,,teacher_review_recommended,0.8,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,054,,,,False,False
SIDAE_SU1_MORE_ALG_Q055,대수,H2_EXP_LOG,H2_EL_PT095,H2_EL_C015;H2_EL_C016,H2_EL_PT095___BASIC_CONCEPT_FORM,log;basic_concept_form,H2_EL_PT095_05_basic_concept_form,,matched_by_source_subunit,,teacher_review_recommended,0.8,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,055,,,,False,False
SIDAE_SU1_MORE_ALG_Q056,대수,H2_EXP_LOG,H2_EL_PT095,H2_EL_C015;H2_EL_C016,H2_EL_PT095___BASIC_CONCEPT_FORM,log;basic_concept_form,H2_EL_PT095_05_basic_concept_form,,matched_by_source_subunit,,teacher_review_recommended,0.8,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,056,,,,False,False
SIDAE_SU1_MORE_ALG_Q057,대수,H2_EXP_LOG,H2_EL_PT095,H2_EL_C015;H2_EL_C016,H2_EL_PT095___CONDITION_APPLICATION_FORM,log;condition_application_form,H2_EL_PT095_05_condition_application_form,,matched_by_source_subunit,,teacher_review_recommended,0.9,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,057,,,,False,False
SIDAE_SU1_MORE_ALG_Q058,대수,H2_EXP_LOG,H2_EL_PT095,H2_EL_C015;H2_EL_C016,H2_EL_PT095___CONDITION_APPLICATION_FORM,log;condition_application_form,H2_EL_PT095_05_condition_application_form,,matched_by_source_subunit,,teacher_review_recommended,0.9,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,058,,,,False,False
SIDAE_SU1_MORE_ALG_Q059,대수,H2_EXP_LOG,H2_EL_PT095,H2_EL_C015;H2_EL_C016,H2_EL_PT095___CONDITION_APPLICATION_FORM,log;condition_application_form,H2_EL_PT095_05_condition_application_form,,matched_by_source_subunit,,teacher_review_recommended,0.9,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,059,,,,False,False
SIDAE_SU1_MORE_ALG_Q060,대수,H2_EXP_LOG,H2_EL_PT095,H2_EL_C015;H2_EL_C016,H2_EL_PT095___CONDITION_APPLICATION_FORM,log;condition_application_form,H2_EL_PT095_05_condition_application_form,,matched_by_source_subunit,,teacher_review_recommended,0.9,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,060,,,,False,False
SIDAE_SU1_MORE_ALG_Q061,대수,H2_EXP_LOG,H2_EL_PT095,H2_EL_C015;H2_EL_C016,H2_EL_PT095___CONDITION_APPLICATION_FORM,log;condition_application_form,H2_EL_PT095_05_condition_application_form,,matched_by_source_subunit,,teacher_review_recommended,0.9,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,061,,,,False,False
SIDAE_SU1_MORE_ALG_Q062,대수,H2_EXP_LOG,H2_EL_PT095,H2_EL_C015;H2_EL_C016,H2_EL_PT095___MIXED_REVIEW_FORM,log;mixed_review_form,H2_EL_PT095_05_mixed_review_form,,matched_by_source_subunit,,teacher_review_recommended,1.0,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,062,,,,False,False
SIDAE_SU1_MORE_ALG_Q063,대수,H2_EXP_LOG,H2_EL_PT095,H2_EL_C015;H2_EL_C016,H2_EL_PT095___MIXED_REVIEW_FORM,log;mixed_review_form,H2_EL_PT095_05_mixed_review_form,,matched_by_source_subunit,,teacher_review_recommended,1.0,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,063,,,,False,False
SIDAE_SU1_MORE_ALG_Q064,대수,H2_EXP_LOG,H2_EL_PT095,H2_EL_C015;H2_EL_C016,H2_EL_PT095___MIXED_REVIEW_FORM,log;mixed_review_form,H2_EL_PT095_05_mixed_review_form,,matched_by_source_subunit,,teacher_review_recommended,1.0,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,064,,,,False,False
SIDAE_SU1_MORE_ALG_Q065,대수,H2_EXP_LOG,H2_EL_PT095,H2_EL_C015;H2_EL_C016,H2_EL_PT095___MIXED_REVIEW_FORM,log;mixed_review_form,H2_EL_PT095_05_mixed_review_form,,matched_by_source_subunit,,teacher_review_recommended,1.0,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,065,,,,False,False
SIDAE_SU1_MORE_ALG_Q066,대수,H2_EXP_LOG,H2_EL_PT099,H2_EL_C017,H2_EL_PT099___BASIC_CONCEPT_FORM,log;basic_concept_form,H2_EL_PT099_06_basic_concept_form,,matched_by_source_subunit,,teacher_review_recommended,0.8,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,066,,,,False,False
SIDAE_SU1_MORE_ALG_Q067,대수,H2_EXP_LOG,H2_EL_PT099,H2_EL_C017,H2_EL_PT099___BASIC_CONCEPT_FORM,log;basic_concept_form,H2_EL_PT099_06_basic_concept_form,,matched_by_source_subunit,,teacher_review_recommended,0.8,example_of_engine_type,SIDAE_SU1_MORE,시대인재 MORE 대수,067,,,,False,False
